Unnamed: 0,studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
71,809,71,0,0.0,1,3,1,111408,0.2763636363636363,0.6309523809523809,0.3050847457627119,0.3333333333333332,0,0.3310788143583287,0.552176348785312,0.456140350877193,0
182,809,182,0,1.0,1,4,1,112408,0.3199999999999998,0.4166666666666669,0.2542372881355934,0.1388888888888888,1,0.2886475907014607,0.7643483024696138,0.456140350877193,1
413,809,413,0,1.0,1,4,1,112109,0.5817647506394843,0.5845880588498726,0.4067796610169494,0.22890568580912,1,0.3652165721454019,0.8377186330616837,0.456140350877193,1
432,809,432,0,0.731578947368421,1,3,1,11308,0.4949947856523429,0.1542260411934937,0.6440677966101696,0.4166666666666667,1,0.1478534371874797,0.0705723226251766,0.456140350877193,2
277,809,277,0,0.731578947368421,1,2,1,11308,0.4872727272727273,0.2261904761904762,0.8135593220338984,0.6388888888888888,0,0.1995042602140997,0.0834573969240501,0.0,2
33,708,33,0,1.0,1,4,1,11907,0.3199999999999998,0.6904761904761902,0.2033898305084749,0.3333333333333332,0,0.2314240673875403,0.5796054932572341,0.456140350877193,0
246,708,246,0,0.731578947368421,1,2,1,112907,0.4509090909090909,0.142857142857143,0.745762711864407,0.3888888888888888,0,0.0663815129444049,0.4101898250316491,0.456140350877193,2
315,910,315,0,0.731578947368421,1,2,1,112709,0.6799999999999999,0.3095238095238095,0.9152542372881358,0.6944444444444444,0,0.1269597859319924,0.2804507764162594,0.456140350877193,2
377,708,377,0,1.0,1,4,0,112109,0.5307013657112802,0.5610204374136538,0.3559322033898309,0.3053372973216199,0,0.3636167063353892,0.8092371404606187,0.456140350877193,1
404,910,404,0,1.0,1,3,1,111709,0.6284433363552373,0.4867362460244138,0.4194334788018152,0.2698661846059467,1,0.3249317523081791,0.7003810119255798,0.456140350877193,1
11,708,11,0,0.0,1,4,1,11907,0.207272727272727,0.5,0.1355932203389831,0.2777777777777777,0,0.0,0.0,0.2456140350877192,0
400,809,400,0,1.0,1,4,1,111408,0.5192342866552568,0.581909707097874,0.3315219034218528,0.2229864716981089,1,0.335643897296962,0.730663876912411,0.456140350877193,1
15,708,15,0,1.0,1,2,1,111607,0.1636363636363635,0.5595238095238098,0.2203389830508477,0.2777777777777777,1,0.0,0.0,0.3333333333333333,0
443,809,443,0,0.731578947368421,1,4,1,12307,0.3646467693406061,0.0524870916901585,0.649265877567458,0.4020678546840741,1,0.2023084970562469,0.1311937651468486,0.456140350877193,2
357,910,357,0,1.0,1,5,1,112709,0.4493918552316671,0.6001272585996817,0.5038340144364608,0.1944444444444444,1,0.3566329442777669,0.7356903867998401,0.456140350877193,1
0,708,0,0,0.0,1,3,1,111107,0.2545454545454546,0.6666666666666665,0.1525423728813559,0.2916666666666667,0,0.0,0.0,0.3333333333333333,0
19,708,19,0,1.0,1,4,1,111607,0.5054545454545454,1.0,0.3728813559322037,0.4166666666666667,0,0.2949238344629779,0.6952523623667934,0.456140350877193,0
292,809,292,0,0.731578947368421,1,2,1,11908,0.5854545454545454,0.2976190476190476,0.8305084745762712,0.6666666666666667,0,0.1220886417079651,0.108008059748613,0.456140350877193,2
301,910,301,0,0.731578947368421,1,3,1,111809,0.7418181818181817,0.2976190476190476,0.8305084745762712,0.7638888888888888,0,0.1299389149372214,0.2299102099434531,0.0,2
56,809,56,0,0.731578947368421,1,3,1,111508,0.2509090909090909,0.5238095238095237,0.2372881355932206,0.2361111111111111,1,0.1867748931170394,0.2930046705686084,0.456140350877193,0
282,809,282,0,0.731578947368421,1,2,1,111308,0.4945454545454546,0.0952380952380953,0.7118644067796613,0.4722222222222223,1,0.198045500581119,0.1280460061840944,0.456140350877193,2
341,910,341,0,0.731578947368421,1,3,1,112209,0.6654545454545453,0.3095238095238095,0.8474576271186445,0.8472222222222223,0,0.1330492130647624,0.3025098502880023,0.456140350877193,2
300,910,300,0,0.731578947368421,1,3,1,111809,0.6181818181818182,0.1666666666666667,0.6779661016949157,0.5347222222222223,1,0.1442502611457981,0.2296409326280546,0.456140350877193,2
427,708,427,0,1.0,1,2,1,112807,0.6384971116424267,0.6355367495817501,0.3991594014271205,0.4696740523879628,0,0.3449728042686408,0.7351549273106004,0.456140350877193,1
437,809,437,0,1.0,1,6,1,11308,0.4799999999999997,0.0775504099811144,0.6266361207317428,0.4301601544885107,1,0.1763449604823208,0.0705723226251766,0.456140350877193,2
387,708,387,0,1.0,1,3,1,112107,0.8670096248840815,0.562973231582307,0.2262079965035002,0.2757656149103211,1,0.2162640967058267,0.6850414903725621,0.456140350877193,1
25,708,25,0,1.0,1,4,1,111007,0.1163636363636362,0.6904761904761902,0.2542372881355934,0.3055555555555556,1,0.3141540227582402,0.8224533949060158,0.456140350877193,0
430,910,430,0,0.731578947368421,1,3,1,12109,0.4591136947383674,0.1183420895998588,0.7627118644067798,0.6111111111111112,1,0.1270372949588127,0.0749148062286639,0.456140350877193,2
307,910,307,0,0.731578947368421,1,4,1,112009,0.698181818181818,0.1309523809523809,0.7796610169491527,0.7222222222222223,0,0.1037547757484989,0.2089963384475393,0.0,2
372,809,372,0,1.0,1,11,1,112709,0.702088919431372,0.7754344866664691,0.5687430446223813,0.5353254281312398,0,0.3629151502721164,0.718741391637546,0.456140350877193,1
42,708,42,0,1.0,1,2,1,111907,0.1418181818181818,0.6428571428571428,0.2372881355932206,0.1111111111111111,0,0.372742897390768,0.6139584693905977,0.456140350877193,0
211,910,211,0,1.0,1,4,1,112109,0.4909090909090909,0.75,0.3728813559322037,0.2291666666666666,1,0.3652165721454019,0.730663876912411,0.456140350877193,1
447,910,447,0,1.0,1,3,1,12109,0.5485498672431259,0.1692693224755825,0.6829324803732066,0.5631782785694888,1,0.6138758647225018,0.2445347537969642,0.456140350877193,2
117,910,117,0,0.0,1,2,1,111809,0.1890909090909089,0.8809523809523809,0.4576271186440679,0.2986111111111111,0,0.3705030852567494,0.2017289460733504,0.456140350877193,0
236,708,236,0,0.731578947368421,1,3,1,112707,0.3599999999999999,0.0476190476190476,0.6440677966101696,0.4027777777777777,1,0.0013196408668927,0.4618786890218427,0.456140350877193,2
290,809,290,0,0.731578947368421,1,1,1,11308,0.5672727272727274,0.2261904761904762,0.745762711864407,0.5694444444444444,0,0.178465527959692,0.0900779047129738,0.456140350877193,2
294,809,294,0,0.731578947368421,1,3,1,11608,0.5199999999999998,0.2261904761904762,0.745762711864407,0.5555555555555556,1,0.1683694803635851,0.0197593836954137,0.456140350877193,2
